#1 tweet_ID	norm_text	label_country	label_province
TRAIN_28	عمرها ما هتوحشني الحاجه الوحيده الي كانت حلوه في السنه اني عرفت ناس ومدرسين حلوين بس كده	Egypt	eg_Faiyum
TRAIN_29	يالي حاطه راس ابوكي ف الطين	Jordan	jo_Aqaba
TRAIN_30	اللهم طهر قلبي من النفاق ، وعملي من الرياء ، ولساني من الكذب ، وعيني من الخيانه	Egypt	eg_Cairo
TRAIN_31	علي قد ما العهد مفلس وموجوع من ضغط الثوره، انجبر سليم جريصاتي يستقبل بقصر بعبدا وفد من الشباب الناجحين المتقدمين لمجلس الخدمه المدنيه واغدق عليهم الوعود وانو نحنا بامركم وتكرم عينكم	Lebanon	lb_North-Lebanon
TRAIN_32	عبالي تبقي للدوم وابد ماتبتعديوم	Iraq	iq_Al-Anbar
TRAIN_33	صحتين وهنا بس من اين لك هذا اكيد انت عميل السفاره	Lebanon	lb_Akkar
TRAIN_34	وبجري اوام وبضحك قبل ما دموعي تبين كدب موضوعي وابان مجروحه تعبانهه	Egypt	eg_Port-Said
TRAIN_35	بحق يوم عرفه ي الله اجعلنا خير سند لاهلنا واحبابنا واجعلهم لنا خير سكن واجعل لنا الخير فيما هوا قادم وابعد عنا كل سوء	Egypt	eg_Monufia
TRAIN_36	قد تفاجي بالوان جديده عليك ولكنها مناسبه لك الوان الصيف من كولورادو اختر	Tunisia	tn_Sousse
TRAIN_37	انا غلطان ان انا اكلتك جاتوه	Egypt	eg_Beheira
TRAIN_38	انا لله و انا اليه راجعون الله يرحمه و يصبر ذويه	Morocco	ma_Oriental
TRAIN_39	قال صلي الله عيه وسلم انه ليغان علي قلبي واني لاستغفر الله في اليوم مايه مره شاهد	Mauritania	mr_Nouakchott
TRAIN_40	ارجوكم انا تجاهلت مقطع الي يضرب البزر خمسين مره خلاص وقفوه قلبي يعورني ماقدر اتحمل هالمشاهد زيكم يالجحوش	Saudi_Arabia	sa_Ash-Sharqiyah
TRAIN_41	هايله يا نور هايله	Egypt	eg_Gharbia
TRAIN_42	في هذا الفيديو يظهر المدون محمد الامين سيدي مولود، ليشرح الاسباب التي دفعته للترشح، فيما يوضح المدون كيف ستكون وسايل التواصل الاجتماعي اداه لتحقيق النصر كيف ترون انتم ترشح المدونين الشباب للانتخابات ؟	Mauritania	mr_Nouakchott
TRAIN_43	مثل القمر تعتلي صورتگ في سما ليلي	United_Arab_Emirates	ae_Ras-Al-Khaymah
TRAIN_44	لا كنت طالعه استلم الموبايل بتاعي من الريحاني بعد محضر الغش	Egypt	eg_Minya
TRAIN_45	ليت المسافه تنطوي ليله العيد ، ومن شوف عينك يبتدي عيدي	Oman	om_Al-Batnah
TRAIN_46	ابشع من الكذب تمثيل دور المحبه	Kuwait	kw_Jahra
TRAIN_47	كليب عشاق الامن جوده عاليه اداء فريق غرباء للفن الاسلامي ء ط	Algeria	dz_Jijel
TRAIN_48	يالهوي علي كلامك يا بنتيي ربنا يخليكي ليااا	Egypt	eg_Alexandria
TRAIN_49	الاسود لا تتنبه عندما الكلاب تنبح	Algeria	dz_Béchar
TRAIN_50	دخلتي اسنان ب صح ء يعوض علينا ربنا والله يا بنتي ف المجموع اللي جبناه	Egypt	eg_Sohag
TRAIN_51	فارقه كتير اوي راجع فرق الزمن وظروف الحياه وهتعرف	Egypt	eg_Port-Said
TRAIN_52	اشتاق لزولك وهو قدامي	Syria	sy_Hims
TRAIN_53	هموووت يوما ما يا كوكو	Egypt	eg_Dakahlia
TRAIN_54	لقد نشرت صوره جديده علي الفيس بوك	Iraq	iq_An-Najaf
TRAIN_55	هنالك فتاه كسيحه لا تستطيع المشي وقد احبها ابن الجيران لطيبتها	Morocco	ma_Marrakech-Tensift-Al-Haouz
TRAIN_56	البدلاء حتي لو استغلوا نصف ثانيه فزيزو سيحطهم احتياط الشهر الموالي للمهاجم الاسطوري ويقولك لازم يستغلو الدقايق	Morocco	ma_Marrakech-Tensift-Al-Haouz
TRAIN_57	بكره الناس اللي بتقربك منهم وبعدين يبعدوا هما	Lebanon	lb_South-Lebanon
TRAIN_58	والله متععععههههه اهخ لو كملت	Saudi_Arabia	sa_Tabuk
TRAIN_59	التقيكم بعد قليل مباراه كونوا علي الموعد	Oman	om_Al-Batnah
TRAIN_60	هبصيلك حاجه خلاص يااد	Egypt	eg_Aswan
TRAIN_61	علي علوم الصدق والطيب ساهم واليا لقيت احسان جازه بالاحسان حاول تكون انسان راقي وفاهم ط ء	Yemen	ye_Ibb
TRAIN_62	جووووول مصطفي محمد اخويا	Egypt	eg_Gharbia
TRAIN_63	اي والله وانشغل بالي عليكي كتير انا مابحكي مع حدا واختياري للصديق نادر ومابخطا باختيار اصدقايي انتي الوحيده الي بحكي معا	Iraq	iq_Dihok
TRAIN_64	قطر والسعوديه وتركيا والفصايل التي تدعمها اعمل حالك ميت	Syria	sy_Aleppo
TRAIN_65	اري فرحا يعقب صبرا مريرا	Oman	om_Al-Batnah
TRAIN_66	خلي يجي ياخذ التك الثاني	Iraq	iq_Al-Muthannia
TRAIN_67	عندما زار هذا الخنزير السعوديه اشعل المنطقه كلها	Algeria	dz_Bordj-Bou-Arreridj‎
TRAIN_68	ابقي قولي كدا للي بيعمل كدا قدامه هايكلك	Egypt	eg_Dakahlia
TRAIN_69	بازی برگزار نمیشه انگار بخاطر اینکه تماشاچی های نرفتن تو زمین هم داره زور میزنه به داماش جا بدن همینقدر همینقد	Iraq	iq_An-Najaf
TRAIN_70	ولن يخلف الله وعده	Egypt	eg_Minya
TRAIN_71	اجتاز البكالوريا قبلي ب ع سنه من نفس الثانويه ، وفي نفس الشعبه ، وما زال يتحرك ، وكانه شاب في العشرين تبقي حاير صور ماخوذه من صفحه بتصرف	Algeria	dz_Oran
TRAIN_72	اني لما بنكمل	Libya	ly_Tripoli
TRAIN_73	كنت صايم ع بنات حواء وفطرت ع عيونك	Egypt	eg_Beheira
TRAIN_74	يا رب في هذا الصباح امنح احبتي اكاليل من الراحه و الهدوء وانثر السعاده علي ابواب قلوبهم و طوقهم بالامان و السكينه واجعل لهم من	Yemen	ye_Dhamar
TRAIN_75	والله انها جميله	Libya	ly_Misrata
TRAIN_76	الله يرحمه ويرحم جميع شهداينا فخرنا وعزنا	Iraq	iq_Baghdad
TRAIN_77	في لايف او شي ؟	Tunisia	tn_Sousse
TRAIN_78	زياره اسقطت الافنعه من كان جده مقاوم و من كان جده خماس شكرا للاخ ه فرنسا	Tunisia	tn_Ariana
TRAIN_79	يا رب اصلح حال مصر و احفظ اهلها اجمعين	Egypt	eg_Faiyum
TRAIN_80	ما شاء الله ربي ايزيد ويبارك خيرات من ربي وفرحه الانتصار قريبه يارب	Libya	ly_Misrata
TRAIN_81	واثقه من نفسيها الجزمه	Morocco	ma_Meknes-Tafilalet
TRAIN_82	ما المقصود بالكفاله الاتفاقيه ؟ هي تلك الكفاله التي ينشا التزام المدين بتقديمها من اتفاق سابق بين هذا المدين	Iraq	iq_Baghdad
TRAIN_83	ههههههههههههههههههههههههههههههههههههههههههههههه انا كيوت شكل بس يوم يعرفوني ينسو كلمت كيوت	Iraq	iq_Wasit
TRAIN_84	مجرد ذووق شريان الديحاني	Oman	om_Al-Batnah
TRAIN_85	الله يسلمك ياشيخ محمد	Saudi_Arabia	sa_Ha'il
TRAIN_86	الصبر له مذاق سيء و لكن نتايجه جميله لعل بعد هذا الانتظار فرجا يا رب	Saudi_Arabia	sa_Jizan
TRAIN_87	انا نفسي كل الي سامعني يحس بقلبي الي واجعني من كتر الغدر	Egypt	eg_Qena
TRAIN_88	باقي كم كيكه وادخل رقم جديد رت ومردوده	Iraq	iq_Wasit
TRAIN_89	اللهم امين جميعا ياااارب	Egypt	eg_Ismailia
TRAIN_90	الم يخبرك امامك ان التنابز بالالقاب حرام	Algeria	dz_Oran
TRAIN_91	حبيبييي يخليلي يااكيي	Tunisia	tn_Sousse
TRAIN_92	بسم اللٰہ الرحمٰن الرحیم	Somalia	so_Banaadir
TRAIN_93	ان الحياه صغيره بالنسبه لي ، صغيره للحد اللذي يجعلني لا احمل بداخلي غير السلام	Iraq	iq_Wasit
TRAIN_94	بس اللي امصور الصوره امعلم	Libya	ly_Al-Jabal-al-Akhdar
TRAIN_95	عيل ليش اللي ف دي ام يقولون انه لازم انحط صورنا عصب ع الفاضي حسبي الله	United_Arab_Emirates	ae_Fujairah
TRAIN_96	فكره جديره بالطرح اعتقد انه يلزم عقد ورشه عمل لدراسه الفكره وطرح الايجبيات والسلبيات من قبل المعنيين	Saudi_Arabia	sa_Al-Quassim
TRAIN_97	عاده فيك تريد تغييرها؟ غيرتها خلاص الحمدلله	Egypt	eg_Asyut
TRAIN_98	الدستور ينص عليه فقط، لكنه لا يحدد له رقم بعينه	Egypt	eg_Beheira
TRAIN_99	كن حامدا فقد سمع الله لمن حمده الحمدلله	Egypt	eg_Monufia
TRAIN_100	حضرتك انا وبلا فخر الكبايه بتدخل اوضتي بتطلع منها بعد شهرين ده لو حد شافها	Egypt	eg_Sohag
TRAIN_101	لا يوجد ما هو اجمل من الصديق فلا تخلط الامور بين رفيق و صديق مثلهما كمثل الحب الحقيقي و الحب العابر الثاني تجده في اول شخص تعجب به يدوم لمده ما ان تبدا المصاعب ياخذ كل طريقه اما الاول فمهما اشتدت و	Algeria	dz_Oran
TRAIN_102	مو قلت الحبيب؟؟	Oman	om_Muscat
TRAIN_103	حاجه زي هك شكلها لازام تاخذ حقك	Libya	ly_Al-Butnan
TRAIN_104	ناجح ومنقول للصف الثالث	Egypt	eg_Beni-Suef
TRAIN_105	وانا بعزك جدا جدا وبحبك في الله جدا	Egypt	eg_Monufia
TRAIN_106	صراحه صايره احب البرود اللي صاير فيني اللي مخليني لا اعاتب ولا افضفض بس اكتم وانام	Saudi_Arabia	sa_Ha'il
TRAIN_107	رب اسالك خير ما في هذا اليوم وخير ما بعده	United_Arab_Emirates	ae_Dubai
TRAIN_108	صدق الله العظيم	Morocco	ma_Oriental
TRAIN_109	يسلموا يا بوب	Egypt	eg_Cairo
TRAIN_110	قلبي وتر في ربابه بيغني علي ليلاه	Egypt	eg_Suez
TRAIN_111	ما بعرف بس كانو اليوم ابرد يوم	Syria	sy_Hims
TRAIN_112	لازم ي مان اصلا كان م رقدت م بترتاح	Yemen	ye_Ibb
TRAIN_113	ء لتحرير طرابلس؟ ومتي تتوقعون استكمال المعركه؟ وما الذي اعاق تقدم قوات الجيش طيله هذه القتره؟ هذه حرب لتحرير عاصمه يقطنها قرابه مليوني نسمه، وليست مشروع مقاولات يمكن ان نضع له جدولا زمنيا محددا حرب في مواجهه مجموعات ارهابيه متطرفه واخري مليشياويه اجراميه اتاحت لها الظروف	Libya	ly_Benghazi
TRAIN_114	شيء اليك يشدني لم ادر ما هو منتهاه يوما اراه نهايتي يوما اري فيه الحياه	Oman	om_Muscat
TRAIN_115	كانت المراه الحامل جالسه تحت شجره متعطشه للغايه وكانت بحاجه الي الماء ولكن لم يكن هناك ماء فجاه رات بعض قطرات الماء تتساقط من الشجره اخذت فنجان وبدات في الاستفاده من القطرات عندما وصل الماء الي نصف الكاس وكانت	Egypt	eg_Red-Sea
TRAIN_116	يارب في يوم الجمعه ارحمنا من عقليات العيال الاندر ايدج اللي الواحد مابقاش فاهم هما كبار ولا عيال علشان عليا الحرام من ديني هموت حد منهم بدري	Egypt	eg_Aswan
TRAIN_117	انا رايحه بكرا لااااا	Egypt	eg_Port-Said
TRAIN_118	كل الشكر لكم ايضا مع المتعه والبرنامج المتميز خصوصا بوجود الاخ حسام الحارثي	Syria	sy_As-Suwayda
TRAIN_119	ابوي الله يرحمه	Bahrain	bh_Capital
TRAIN_120	لا تكفوا عن الدعاء ف الله يعطي بلا انتهاء	Egypt	eg_North-Sinai
TRAIN_121	الانوثه كانت علي وشك الانقراض، لكن تدخل بعض الشباب وانقذوها	Libya	ly_Al-Jabal-al-Akhdar
TRAIN_122	و الما بتحبيهم بتتعاملي معاهم كيف	Sudan	sd_Khartoum
TRAIN_123	يا برعي يعمل او ميعملش دي بتاعتوا هوا مش بتاعت اي حد انا اللي ليا واحد غلط و بيمثل سمعه بلد فالمفروض يتعاقب مش اكتر ولا اقل الموضوع بسيط اهو	Egypt	eg_South-Sinai
TRAIN_124	اذا بدي ضل عم فكر وما يجيني نوم لا عنجد رح تروح علي محاضره الساعه ق	Syria	sy_Hims
TRAIN_125	ده اللي يحب يبان في عنيه	Egypt	eg_Port-Said
TRAIN_126	ايفون ٦ ينزل ب١٩ سبتمبر يوافق ٢٤ ١١ لعبوها صح نزلوا جهازهم الجديد بنفس يوم نزول الرواتب عندنا	Saudi_Arabia	sa_Ha'il
TRAIN_127	الحظ جاي ضدي ديما	Tunisia	tn_Mahdia
TRAIN_128	اسمع المسج الاخير مش مني بس بجد انا بنت مش جري صدقتك شوف الي بعدها	Tunisia	tn_Mahdia
TRAIN_129	العب في الملعب يابابا وشف من اللي بيجلد الثاني انت ضعيف جدا بالملعب قوي خارج الملعب بالفزعات واللجان والحكام والفار	Saudi_Arabia	sa_Jizan
TRAIN_130	والله ولا اي رياكشن	Morocco	ma_Tanger-Tetouan
TRAIN_131	سامي اكسيد الكربون	Morocco	ma_Tanger-Tetouan
TRAIN_132	يابني دينم انت في حته تانيه زي ااساقع بس قولي واحده يا مونت	Egypt	eg_Suez
TRAIN_133	بس خلاص متبرريش مش طيقااكيي	Syria	sy_Damascus-City
TRAIN_134	يا ايها الذين امنوا اتقوا الله ولتنظر نفس ما قدمت لغد ۖ واتقوا الله ۚ ان الله خبير بما تعملون ١٨ سوره الحشر	United_Arab_Emirates	ae_Abu-Dhabi
TRAIN_135	والفول عشان نطلعه وناكله	Egypt	eg_Beni-Suef
TRAIN_136	وانا شاغل بالي انادي عليه وليالي كتير افكر فيه واحن اليه ولا داري	Egypt	eg_Beni-Suef
TRAIN_137	في فتره الرييس احمد ول حمزه، اكتشف عزيز ان المجموعه الحضريه عباره عن تجمع للصفقات المدره للدخل واعتقد ان هذا هو السبب الرييسي للضغط علي احمد ول حمزه لكي لا يترشح لرياسه المجلس الجهوي، حتي لا يكون منافسا جديا لمرشحته بنت عبد المالك	Mauritania	mr_Nouakchott
TRAIN_138	غياب الستراتيجيه الصحيحه للبنك المركزي وللدوله عموما هو الدليل للتخبط الواضح في القرارات المتلاحقه التي لا جدوي	Iraq	iq_An-Najaf
TRAIN_139	تم استدعاء الكيني محمد جمال فقط لقايمه منتخب كينيا لمواجهه منتخب نيجيريا ف التصفيات الافريقيه الموهله للكاس العالم	Oman	om_Dhofar
TRAIN_140	شهر ء غغ ان شاء الله	Saudi_Arabia	sa_Al-Quassim
TRAIN_141	به لێ زۆر به داخه وه	Iraq	iq_As-Sulaymaniyah
TRAIN_142	وين اكو هيج دليم حلوين	Iraq	iq_Baghdad
TRAIN_143	ما زالت طريق ضهر العين راسمسقا عند جامعه ال مقطوعه حتي الان من قبل شبان المنطقه بالسيارات حيث يتجمهرون ويقفلون الطريق بسياراتهم	Lebanon	lb_North-Lebanon
TRAIN_144	وعيت نقول في الاسم و كملت اليوم كله نقول فيه تقول تعويذه	Libya	ly_Benghazi
TRAIN_145	اكيد تعبان باين عليك حسبتهم واحد واحد	Iraq	iq_Basra
TRAIN_146	سالانیکە چاوەروانی هاتنی ڕۆژێکی باشترم بەلام نازانم بۆچی هیشتا هەر دوینی باشترە	Iraq	iq_As-Sulaymaniyah
TRAIN_147	احب تفاصيل حكيك احب وقتي معك	Iraq	iq_Wasit
TRAIN_148	هتوحشني يا منشن	Egypt	eg_Gharbia
TRAIN_149	المواصلات ياخ المواصلات عليك الله المواصلات ط	Sudan	sd_Khartoum
TRAIN_150	انا عايشه في خيالي اكثر من الواقع	United_Arab_Emirates	ae_Abu-Dhabi
TRAIN_151	من تصويري المتواضع جدا	Oman	om_Muscat
TRAIN_152	وان الانسان يموت في نهايه المطاف من تراكم الايام التي ابتلعها	Saudi_Arabia	sa_Jizan
TRAIN_153	تعطيني شي و انت تضحك و الله ما اثق فيك حتي لو انك امام مسجد	Oman	om_Ad-Dakhiliyah
TRAIN_154	عيش تشوف عاشر تعرف كل واحد علي حقيقته	Egypt	eg_Cairo
TRAIN_155	استغفر الله العظيم الذي لا اله الا هو الحي القيوم واتوب اليه	Algeria	dz_Oran
TRAIN_156	ده انتي اي تدينا	Egypt	eg_Monufia
TRAIN_157	وسواء عيوب وسواء مزايا ايوه محتاجك معايا	Egypt	eg_Beheira
TRAIN_158	علي هذه الارض ما يستحق الحياه تردد ابريل، رايحه الخبز في الفجر، اراء امراه في الرجال ، اول الحب، عشب علي حجر، امهات تقفن علي خيط ناي، وخوف الغزاه من الذكريات علي هذه الارض ما يستحق الحياه نهايه ايلول،	Algeria	dz_Khenchela
TRAIN_159	يا جماعه تخيل هو هيحصل بجد يعني	Egypt	eg_Red-Sea
TRAIN_160	بس انتي الكليه بتاعتك جميله اوي ؟ اه مهما بيمسحوا بينا البلاط كل يوم	Egypt	eg_Aswan
TRAIN_161	يوم يضحك ابوي يرتاح كل شي فيني يا ضحكت ن جعل كل الخلاااااايق فداها	Jordan	jo_Zarqa
TRAIN_162	ي قلبييي واحلي رياليه	Iraq	iq_Arbil
TRAIN_163	ذكرتني بايام مغبره يا حماده	Saudi_Arabia	sa_Al-Madinah
TRAIN_164	ياعم مش ناقصه شلل كفايه علينا زوما وتوموري في الفريق مش ناقصه علوق وبعدين اصلا تشيلسي فرقه علوق مفيهاش الا نص ملعب	Egypt	eg_Kafr-el-Sheikh
TRAIN_165	مكسد في الشمس شكلك	Tunisia	tn_Mahdia
TRAIN_166	اللهم شعور ان اسجد لك شكرا و اقول قد جعلها ربي حقا	Saudi_Arabia	sa_Ar-Riyad
TRAIN_167	طيب انتي كدا ابتعدتي عن الشعب السوداني كلو	Yemen	ye_Ibb
TRAIN_168	لا حالي ايه انا خارج من حياه خششانه خالص انا بس اتفاجيت لما كمان عرفت السن لو تعرفي سن اللي بيكلمك هتبقي كارثه با اجري شوفلك كلبه	Egypt	eg_Beheira
TRAIN_169	وانت بخير مشكوور ؛	Kuwait	kw_Hawalli
TRAIN_170	كنت جايبه منين ؟ عشان يعمل ايه ؟ اجب افصح	Egypt	eg_Asyut
TRAIN_171	اهم معركه هي تلك التي تخوضها مع نفسك وارقي مستويات الشجاعه هي الشجاعه مع الذات سلمان العوده فك الله اسره	Algeria	dz_Ouargla
TRAIN_172	الله يستر علي عيالنا واحبابنا من هالعماله شيء مخيف	Bahrain	bh_Capital
TRAIN_173	هذا جيل يحب المسخره للاسف لو تتعامل معاه جد ما يتقبلك	Bahrain	bh_Capital
TRAIN_174	صباح الخير لابد ان تعلم ان هناك اشخاص و تجارب انت لا تعلم بعد انك ستحبها	Egypt	eg_Kafr-el-Sheikh
TRAIN_175	الليبيين انظحك عليهم في الء دمرو ليبيا اورقدو اوعاجبتهم العيشه في ذل وامهانه	Libya	ly_Al-Jabal-al-Akhdar
TRAIN_176	فالوت کردم عزیزممم	Yemen	ye_Al-Hudaydah
TRAIN_177	اللهم سخر لنا من يحمل لنا الحب قولا وفعلا ف غيابنا تماما كما ف الحضور	Egypt	eg_Beni-Suef
TRAIN_178	وفقكم الله استاذي الكريم ونبارك لكم تدشين الهويه الجديده ومن تطور الي اخر باذن الله	Iraq	iq_Basra
TRAIN_179	الشي واضح و جلي	Tunisia	tn_Ariana
TRAIN_180	نشاط وحيويه المشاركين لخوض منافسات قويه في صع	United_Arab_Emirates	ae_Ras-Al-Khaymah
TRAIN_181	تشريك المواطن في الشان العام اكبر ضمان للاستقرار	Tunisia	tn_Kairouan
TRAIN_182	و يسفر قلبي بشوفك يعيد ويبتدي عامه	United_Arab_Emirates	ae_Dubai
TRAIN_183	اليوم المود ماش من صحيت عاد اتحملوا الحلطمه	Egypt	eg_Kafr-el-Sheikh
TRAIN_184	تعجبني مصاحبه الناس البسيطه، الذين لا يفتخرون بشيء في هذه الحياه سوي اخلاقهم، ولا يهمهم من هذه الدنيا سوي الابتسامه والتواضع مساء النور	Palestine	ps_West-Bank
TRAIN_185	فجاه طارت النوده ولا ردت لي غ ط الشمس تشرق ط تقريبا	Qatar	qa_Ar-Rayyan
TRAIN_186	عجزت افهم السبب اللي يخليني ارسل لنفسي سنابه وانتظرها تتحمل عشان اشوفني	Saudi_Arabia	sa_Asir
TRAIN_187	اسمعوا انا صح	Saudi_Arabia	sa_Asir
TRAIN_188	الله يخربيت لعب الكوره يا جدعااااان الواحد رتجع مقتول	Egypt	eg_Monufia
TRAIN_189	وللناس اللي ف حالها اللي فضولها مش بيموتها ومش بتدخل في تفاصيل غيرها	Egypt	eg_Aswan
TRAIN_190	المباراه القادمه النادي الرياضي المكناسي شباب مريرت القسم الوطني هواه الجوله غ الاحد ءء دجنبر الساعه خ الملعب الشرفي مكناس	Morocco	ma_Meknes-Tafilalet
TRAIN_191	اكتبيه في قوقل سناب مها الصيعري	Syria	sy_As-Suwayda
TRAIN_192	يسلم راسك فيصل باذن الله يرجع مثل قبل ويرجع الكلاسيكو العظيم	Bahrain	bh_Capital
TRAIN_193	اتدرين ما هو الوطن يا صفيه ؟ هو مكان بلا جراحه بلا نسا بلا امتحانات	Yemen	ye_Dhamar
TRAIN_194	تلبس كعب وتحاول تطول اكثر وتتضايق اليا قيل عنها قصيره ماتدري ان البنت لاصارت اقصر من الرجال تصبح ب عينه اميره	Saudi_Arabia	sa_Najran
TRAIN_195	لو في كلام يوصف مشاعري هقول واعيد ده انا جو قلبي كلام كتير	Morocco	ma_Tanger-Tetouan
TRAIN_196	والله احرف جيم لعبتو في حياتي كلها انتي الي حظك وحش مطلعش بوت	Egypt	eg_Monufia
TRAIN_197	حكام بلاد الحرمين يصدون عن المسجد الحرام بدون شك لكنني اظن منع نايب من التاشيره احسن من التاشير له و حبسه بعد ذلك و من يحبس روساء الدول سهل عليه حبس النواب و المعتمرين العاديين كامل التضامن مع محمد غلام	Mauritania	mr_Nouakchott
TRAIN_198	عرب غقهاذي حلوه مافيش عرب ص	Yemen	ye_Al-Hudaydah
TRAIN_199	بعد بعد اغلق السريع مال الدوره و السريع مال التاجي و مال النهروان و حته مال ابو غريب	Iraq	iq_Baghdad
TRAIN_200	وهذي كيف تجي عاد	Libya	ly_Al-Butnan
TRAIN_201	الان تدمير مدفع ءع علي ريف حماه جبهه المغير ولله الحمد	Syria	sy_Aleppo
TRAIN_202	جمال ولد عباس يستقيل من منصبه كامين عام لحزب جبهه التحرير الوطني	Algeria	dz_Bordj-Bou-Arreridj‎
TRAIN_203	البوم الكينج محمد منير ء ح كامل جديد	Egypt	eg_Ismailia
TRAIN_204	جداا يعني ببقا حاسه ان الحاجه تحصل وتحصل فعلا	Egypt	eg_Beni-Suef
TRAIN_205	احذوا ايها السودانيون	Jordan	jo_Zarqa
TRAIN_206	المقطع اللي امس لغوها	Libya	ly_Al-Butnan
TRAIN_207	قال رحمه الله لا خير في صحبه من لا يري لك من الحق مثل ما تري له امالي ابن سمعون ١ ٩٦	Iraq	iq_Arbil
TRAIN_208	هذا هو شيخنا الامام الزاهد سيدنا الشيخ احمد الطيب شيخ الاسلام امام ايمه المسلمين لايتقاضي راتبا مقابل عمله	Egypt	eg_Sohag
TRAIN_209	وضحكه منه ياسعود تمحي احزاني	Iraq	iq_Wasit
TRAIN_210	عطونا طريقه نعدلو بيها النوم للعلم راقد الصبح وهذا وين نضت	Libya	ly_Misrata
TRAIN_211	الالوان الكثيره تسبب تشويش علي الزوج فلا يتمكن من الزواج الثاني ههههههه علي اليمنيين يتعلموا هذي المهاره	Yemen	ye_Ibb
TRAIN_212	في ازمه بالبلد بغض النظر عن دفاعك عن العهد السوبر قوي اصحاب المحطات صاروا متعاملين هزلت	Tunisia	tn_Mahdia
TRAIN_213	انا نمت وتوني صاحي	Iraq	iq_Wasit
